B726	Epping Forest: Its Literary and Historical Associations	William Addison		
B727	A World of My Own	Robin Knox-Johnston		Cassell
B728	The Cruise of the Conrad	Alan Villiers	1937	
B729	With Respect: The Story of the Residents of Stock 1245–1995	L. Donald Jarvis	1995	Don Fraser Print
B730	The Catholic Church in Stock	Stewart Foster	1991	McCrimmon Publishing
B731	The Voyage of the Challenger	Eric Linklater	1972	
B732	The Shell Book of English Villages	John Hadfield (editor)		Shell / Michael Joseph
B733	Come Wind or Weather	Clare Francis		
B734	Essex: A Shell Guide	Norman Scarfe		Faber / Shell
B735	Hidden Essex	Stan Jarvis		
B736	Testament of Youth	Vera Brittain		
B737	Getting to Know Epping Forest	Ken Hoy	2002	Friends of Epping Forest
B738	Newham Dockland	Howard Bloch	1995	Chalford
B739	Fighting Them on the Beaches: The D-Day Landings, June 6, 1944	Nigel Cawthorne		
B740	The Church of England Since 1940	Author uncertain		
B741	Decisive Battles of the Second World War: An Anthology	Peter Young	1967	Barker
B742	Summer of Success: The Triumph of Essex County Cricket Club in 1979	David Lemmon	1980	Pelham
B743	Royal Navy: 1000 Years of Peace & War	Editor uncertain	1997	Seagull S.A.
B744	Middle East 1940–1942: A Study in Air Power	Philip Guedalla	1943	
B745	The Pageant of the Years: An Autobiography	Philip Gibbs	1946	
B746	Realities of War	Philip Gibbs	1920	
B747	The Triumph of the West	J. M. Roberts		BBC
B748	History of the Second World War	B. H. Liddell Hart		
B749	Selected Great War Stories	Editor uncertain		
B750	Lloyd's 1687–1945	Sir Pelham Warner		
B751	The Royal Navy and the Palestine Patrol	Ninian Stewart		Cassell
B752	Chambers's Twentieth Century Dictionary	Editor uncertain		Chambers
B753	Out the City Wall	Hector Bolitho; Derek Peel		John Murray
B754	Introduction to the Study of the Law of the Constitution	A. V. Dicey; E. C. S. Wade (editor)		Macmillan
B755	The Struggle for Europe	Chester Wilmot	1952	Collins / edition uncertain
B756	Life of Nelson	Robert Southey		Dent / Dutton
B757	Red Pepper Burns	Grace S. Richmond		Hodder & Stoughton
B758	The Nine Days Wonder	John Masefield		
B759	Memoirs of an Infantry Officer	Siegfried Sassoon		Faber
B760	A Handguide to the Sea Coast	Author/editor uncertain		Treasure Press
B761	Seabirds	David Saunders		
B762	Country Chronicles: A History of Stock	Author/editor uncertain		Harvard / edition uncertain
B763	Made in West Ham	Ivy Alexander		
B764	The Annual Hop: London to Kent	Hilary Heffernan		Tempus
B765	A Concise History of the Essex County Scouts	Malcolm Treacher MBE		
B766	The Story of Stock and Buttsbury	Charles Phillips		
B767	Flora of Essex	Stanley T. Jermyn		Essex Naturalists' Trust / edition uncertain
B768	Changing the Generations	Author uncertain		
B769	The Voyage of the Astrolabe 1840	Jules Dumont d'Urville; W. Wright (editor/translator uncertain)		Reed / edition uncertain
B770	Epping Forest	Author/editor uncertain		
B771	Touch the Happy Isles	Quentin Crewe		
B772	Courage at Sea	Naomi James		Stanley Paul / edition uncertain
B773	The Caine Mutiny	Herman Wouk		
B774	The Cruise of the Cachalot	Frank T. Bullen		
B775	Two Years Before the Mast	Richard Henry Dana Jr.		Penguin
B776	Mr Midshipman Hornblower	C. S. Forester		World Books / edition uncertain
B777	Sailing Alone Around the World	Joshua Slocum		Rupert Hart-Davis / edition uncertain
B778	The Mary Deare	Hammond Innes		
B779	Silver Action	Peter C. Smith (editor)		William Kimber
B780	The Cruel Sea	Nicholas Monsarrat		Cassell
B781	Sails Beneath the Southern Cross	P. A. Eaddy		Reed
B782	The Old Man and the Sea	Ernest Hemingway		Readers Union / edition uncertain
B783	The Sea Around Us	Rachel Carson		
B784	The Single-Handed Yachtsman	F. B. Cooke		Arnold
B785	15 Decisive Battles	Sir Edward Creasy		Dent / Dutton
B786	One for the Marines	Edward Young		Penguin
B787	The Flames of Calais	Airey Neave		Grafton
B788	The Jungle Is Neutral	F. Spencer Chapman		
B789	The Life of Horatio Lord Nelson	Robert Southey		Dent / Dutton
B790	Disenchantment	C. E. Montague		
B791	The Battles of the Somme	Philip Gibbs		Heinemann
B792	All Quiet on the Western Front	Erich Maria Remarque		Putnam
B793	The Memoirs of Field-Marshal Montgomery	Bernard Law Montgomery		Collins
B794	Undertones of War	Edmund Blunden		Cobden-Sanderson / edition uncertain
B795	The Wooden Horse	Eric Williams		Collins
B796	The Blackwall Frigates	Basil Lubbock		Brown, Son & Ferguson
B797	Essex County Cricket Club 2004 Yearbook	Essex County Cricket Club editors	2004	
B798	Jack Hobbs	John Arlott		
B799	From Hambledon to Lord's	John Arlott		
B800	Seven Pillars of Wisdom	T. E. Lawrence		Jonathan Cape
B801	The Making of a Sailor: The Photographic Story of Schoolships Under Sail	Alan J. Villiers	1938	
B802	The Oxford Illustrated History of the Royal Navy	J. R. Hill (general editor); Bryan Ranft (consultant editor)	1995	Oxford University Press
B803	Sailor: A Pictorial History	Alan McGowan (editor)	1977	Macdonald and Jane's
B804	Mr Churchill in 1940	Isaiah Berlin	1964	John Murray
B805	Dawn Like Thunder	Glenn Tucker		Macdonald / edition uncertain
B806	The Marines Were There: The Story of the Royal Marines in the Second World War	R. H. Bruce Lockhart	1950	Putnam
